callsign|channel|city|state|licensee|lat|lon
KING-TV|25|SEATTLE|WA|KING BROADCASTING COMPANY|47.631667|-122.350833
KINT-TV|25|EL PASO|TX|ENTRAVISION HOLDINGS, LLC|31.796111|-106.483056
KION-TV|32|MONTEREY|CA|NPG OF MONTEREY-SALINAS CA, LLC|36.534722|-121.621667
KIPT|22|TWIN FALLS|ID|STATE BOARD OF EDUCATION, STATE OF IDAHO|42.729417|-114.415694
KIRO-TV|23|SEATTLE|WA|KIRO-TV, INC.|47.633028|-122.356639
KISU-TV|17|POCATELLO|ID|STATE BOARD OF EDUCATION, STATE OF IDAHO|43.501000|-112.662194
KITU-TV|29|BEAUMONT|TX|COMMUNITY EDUCATIONAL TELEVISION, INC.|30.178333|-93.907500
KITV|20|HONOLULU|HI|KITV, INC.|21.290278|-157.840000
KIVI-TV|24|NAMPA|ID|SCRIPPS BROADCASTING HOLDINGS LLC|43.755778|-116.099167
KIVV-TV|5|LEAD|SD|GRAY TELEVISION LICENSEE, LLC|44.325000|-103.837778
KIXE-TV|9|REDDING|CA|NORTHERN CALIFORNIA EDUCATIONAL TELEVISION ASSOCIATION, INC|40.602361|-122.651389
KJJC|17|GREAT FALLS|MT|KTGF LICENSE CORPORATION|47.464389|-111.355861
KJLA|30|VENTURA|CA|KJLA, LLC|34.226472|-118.066917
KJRE|20|ELLENDALE|ND|PRAIRIE PUBLIC BROADCASTING, INC.|46.298722|-98.866028
KJRH-TV|8|TULSA|OK|SCRIPPS BROADCASTING HOLDINGS LLC|36.020833|-95.675833
KJRR|7|JAMESTOWN|ND|CTND LICENSE LLC|46.924167|-98.772222
KJTL|15|WICHITA FALLS|TX|MISSION BROADCASTING, INC.|34.201389|-98.729444
KJTV-TV|11|LUBBOCK|TX|SAGAMOREHILL OF LUBBOCK, LLC|33.541639|-101.837111
KJZZ-TV|19|SALT LAKE CITY|UT|KJZZ LICENSEE, LLC|40.659167|-112.202778
KKAB|12|TRUTH OR CONSEQUENCES|NM|KKAB-TV LLC|34.071722|-106.963083
KKAC|19|CARLSBAD|NM|KKAC-TV LLC|32.793889|-104.208611
KKAD|10|SILVER CITY|NM|KKAD-TV LLC|32.862833|-108.241694
KKAI|29|KAILUA|HI|BRIDGE NEWS LLC|21.403056|-158.097889
KKAP|36|LITTLE ROCK|AR|EDUCATIONAL BROADCASTING CORPORATION|34.798889|-92.495833
KKCO|12|GRAND JUNCTION|CO|GRAY TELEVISION LICENSEE, LLC|39.066639|-108.746500
KKEL|27|ELY|NV|KKEL-TV LLC|39.246028|-114.928333
KKJB|15|BOISE|ID|COCOLA BROADCASTING COMPANIES, LLC|43.739611|-116.138444
KKPX-TV|33|SAN JOSE|CA|ION TELEVISION LICENSE, LLC|37.687333|-122.434806
KKTV|26|COLORADO SPRINGS|CO|GRAY TELEVISION LICENSEE, LLC|38.745000|-104.862500
KLAS-TV|7|LAS VEGAS|NV|NEXSTAR MEDIA INC.|35.945861|-115.043972
KLAX-TV|31|ALEXANDRIA|LA|DELTAVISION MEDIA ALEXANDRIA LLC|31.565278|-92.550000
KLBK-TV|31|LUBBOCK|TX|NEXSTAR MEDIA INC.|33.526056|-101.869056
KLBY|17|COLBY|KS|KNOXVILLE TV LLC|39.252611|-101.352833
KLCS|28|LOS ANGELES|CA|LOS ANGELES UNIFIED SCHOOL DISTRICT|34.223889|-118.063056
KLCW-TV|23|WOLFFORTH|TX|GRAY TELEVISION LICENSEE, LLC|33.502306|-101.872583
KLDO-TV|19|LAREDO|TX|ENTRAVISION HOLDINGS, LLC|27.665250|-99.608722
KLEI|21|WAILUKU|HI|CIELO TV, LLC|20.775667|-156.328306
KLEI-TV|25|KAILUA-KONA|HI|GRAY TELEVISION LICENSEE, LLC|19.717778|-155.918333
KLEW-TV|32|LEWISTON|ID|SINCLAIR LEWISTON LICENSEE, LLC|46.457500|-117.100000
KLFY-TV|10|LAFAYETTE|LA|NEXSTAR MEDIA INC.|30.322222|-92.283056
KLJB|30|DAVENPORT|IA|MISSION BROADCASTING, INC.|41.312361|-90.379500
KLKN|8|LINCOLN|NE|KLKN LINCOLN LICENSE LLC|40.883056|-97.305556
KLML|7|GRAND JUNCTION|CO|VENTURA MEDIA COMMUNICATIONS GJ LLC|39.048583|-108.252278
KLNE-TV|26|LEXINGTON|NE|NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION|40.384722|-99.458889
KLPA-TV|33|ALEXANDRIA|LA|LOUISIANA EDUCATIONAL TELEVISION AUTHORITY|31.565833|-92.547500
KLPB-TV|23|LAFAYETTE|LA|LOUISIANA EDUCATIONAL TELEVISION AUTHORITY|30.322222|-92.283056
KLRN|9|SAN ANTONIO|TX|ALAMO PUBLIC TELECOMMUNICATIONS COUNCIL|29.327500|-98.355000
KLRT-TV|30|LITTLE ROCK|AR|MISSION BROADCASTING, INC.|34.799167|-92.491667
KLRU|22|AUSTIN|TX|CAPITAL OF TEXAS PUBLIC TELECOMMUNICATIONS COUNCIL|30.322028|-97.803500
KLSR-TV|31|EUGENE|OR|OREGON BROADCASTING LICENSES, LLC|44.000833|-123.113611
KLST|11|SAN ANGELO|TX|NEXSTAR MEDIA INC.|31.367222|-100.046944
KLTJ|23|GALVESTON|TX|COMMUNITY TELEVISION EDUCATORS OF TEXAS, INC.|29.571111|-95.510556
KLTL-TV|20|LAKE CHARLES|LA|LOUISIANA EDUCATIONAL TELEVISION AUTHORITY|30.396306|-93.000972
KLTM-TV|29|MONROE|LA|LOUISIANA EDUCATIONAL TELEVISION AUTHORITY|32.197500|-92.070556
KLTS-TV|17|SHREVEPORT|LA|LOUISIANA EDUCATIONAL TELEVISION AUTHORITY|32.677806|-93.925194
KLTV|7|TYLER|TX|GRAY TELEVISION LICENSEE, LLC|32.540000|-95.220000
KLUJ-TV|21|HARLINGEN|TX|COMMUNITY EDUCATIONAL TELEVISION, INC.|26.216944|-97.780278
KLUZ-TV|22|ALBUQUERQUE|NM|UNIMAS ALBUQUERQUE LLC|35.412222|-106.726111
KLVX|11|LAS VEGAS|NV|CLARK COUNTY SCHOOL DISTRICT|36.007472|-115.007472
KLWB|17|NEW IBERIA|LA|WILDERNESS COMMUNICATIONS, LLC|30.342500|-91.962944
KLWY|27|CHEYENNE|WY|FRTV LICENSE LLC|41.050139|-104.892639
KMAU|12|WAILUKU|HI|KITV, INC.|20.657083|-156.359944
KMAX-TV|24|SACRAMENTO|CA|SACRAMENTO TELEVISION STATIONS INC.|38.240000|-121.501944
KMBC-TV|29|KANSAS CITY|MO|HEARST STATIONS INC.|39.084167|-94.515833
KMBH|16|HARLINGEN|TX|ENTRAVISION HOLDINGS, LLC|26.120833|-97.821944
KMCB|22|COOS BAY|OR|SINCLAIR EUGENE LICENSEE, LLC|43.390389|-124.130639
KMCC|32|LAUGHLIN|NV|ION TELEVISION LICENSE, LLC|35.651944|-114.312167
KMCI-TV|25|LAWRENCE|KS|SCRIPPS BROADCASTING HOLDINGS LLC|38.978333|-94.533833
KMCT-TV|22|WEST MONROE|LA|KMCT HOLDINGS, LLC|32.505889|-92.148778
KMCY|14|MINOT|ND|KBMY-KMCY, LLC|48.053056|-101.385278
KMDE|25|DEVILS LAKE|ND|PRAIRIE PUBLIC BROADCASTING, INC.|48.063278|-99.336167
KMEB|10|WAILUKU|HI|HAWAII PUBLIC TELEVISION FOUNDATION|20.657083|-156.359944
KMEG|32|SIOUX CITY|IA|KPTH LICENSEE, LLC|42.586667|-96.221944
KMEX-DT|34|LOS ANGELES|CA|KMEX LICENSE PARTNERSHIP, G.P.|34.226694|-118.067306
KMGH-TV|7|DENVER|CO|SCRIPPS BROADCASTING HOLDINGS LLC|39.730722|-105.232111
KMID|26|MIDLAND|TX|NEXSTAR MEDIA INC|32.097611|-102.289583
KMIR-TV|26|PALM SPRINGS|CA|ENTRAVISION HOLDINGS, LLC|33.866667|-116.433889
KMIZ|17|COLUMBIA|MO|NPG OF MISSOURI, LLC|38.775583|-92.556917
KMLM-DT|15|ODESSA|TX|PRIME TIME CHRISTIAN BROADCASTING, INC.|32.048500|-102.301556
KMLU|11|COLUMBIA|LA|LEGACY BROADCASTING, LLC|32.197500|-92.070556
KMNE-TV|7|BASSETT|NE|NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION|42.334722|-99.484167
KMOH-TV|19|KINGMAN|AZ|KMOH-TV LLC|35.032500|-114.366333
KMOS-TV|15|SEDALIA|MO|THE UNIVERSITY OF CENTRAL MISSOURI|38.626667|-92.867778
KMOT|10|MINOT|ND|GRAY TELEVISION LICENSEE, LLC|48.215556|-101.318611
KMOV|24|ST. LOUIS|MO|GRAY TELEVISION LICENSEE, LLC|38.529722|-90.299444
KMPH-TV|28|VISALIA|CA|KMPH LICENSEE, LLC|36.667222|-118.879167
KMSB|25|TUCSON|AZ|SANDER OPERATING CO. V LLC D/B/A KMSB TELEVISION|32.415556|-110.714444
KMSP-TV|9|MINNEAPOLIS|MN|FOX TELEVISION STATIONS, LLC|45.058333|-93.124444
KMSS-TV|34|SHREVEPORT|LA|MISSION BROADCASTING, INC.|32.666250|-93.933528
KMTP-TV|32|SAN FRANCISCO|CA|MINORITY TELEVISION PROJECT|37.755278|-122.452778
KMTR|17|EUGENE|OR|SINCLAIR EUGENE LICENSEE, LLC|44.001667|-123.115833
KMTV-TV|31|OMAHA|NE|SCRIPPS BROADCASTING HOLDINGS LLC|41.306833|-96.027139
KMTW|35|HUTCHINSON|KS|MERCURY BROADCASTING COMPANY, INC.|37.939722|-97.511944
KMVT|11|TWIN FALLS|ID|GRAY TELEVISION LICENSEE, LLC|42.729722|-114.415278
KMVU-DT|26|MEDFORD|OR|MARQUEE BROADCASTING WEST, INC.|42.298167|-122.749194
KMYA-DT|18|CAMDEN|AR|LR TELECASTING, LLC|33.270889|-92.703944
KMYS|32|KERRVILLE|TX|DEERFIELD MEDIA (SAN ANTONIO) LICENSEE, LLC|29.610778|-98.892806
KMYT-TV|34|TULSA|OK|KMYT LICENSEE, LLC|36.026667|-95.679167
KMYU|9|ST. GEORGE|UT|KUTV LICENSEE, LLC|37.063333|-113.573889
KNAT-TV|24|ALBUQUERQUE|NM|TRINITY BROADCASTING OF TEXAS, INC.|35.212806|-106.450056
KNAZ-TV|22|FLAGSTAFF|AZ|MULTIMEDIA HOLDINGS CORPORATION|34.968333|-111.508611
KNBC|36|LOS ANGELES|CA|NBC TELEMUNDO LICENSE LLC|34.225556|-118.065278
KNBN|21|RAPID CITY|SD|FORUM COMMUNICATIONS COMPANY|44.092500|-103.248611
KNCT|17|BELTON|TX|GRAY TELEVISION LICENSEE, LLC|31.322000|-97.317500
KNDB|26|BISMARCK|ND|BEK SPORTS NETWORK, INC.|46.589944|-100.794667
KNDM|24|MINOT|ND|BEK SPORTS NETWORK, INC.|48.053889|-101.434722
KNDO|16|YAKIMA|WA|KHQ, INCORPORATED|46.532778|-120.508333
KNDU|26|RICHLAND|WA|KHQ, INCORPORATED|46.103056|-119.131389
KNGF|27|GRAND FORKS|ND|BEK SPORTS NETWORK, INC.|47.342222|-97.289167
KNHL|5|HASTINGS|NE|GRAY TELEVISION LICENSEE, LLC|40.648889|-98.383889
KNIC-DT|18|BLANCO|TX|UNIMAS PARTNERSHIP OF SAN ANTONIO|29.696833|-98.512722
KNIN-TV|10|CALDWELL|ID|MARQUEE BROADCASTING WEST, INC.|43.755000|-116.098611
KNLC|14|ST. LOUIS|MO|KNLC-TV LLC|38.361111|-90.548611
KNLJ|20|JEFFERSON CITY|MO|CHRISTIAN TELEVISION NETWORK, INC.|38.704167|-92.089444
KNMD-TV|8|SANTA FE|NM|THE REGENTS OF THE UNIVERSITY OF NEW MEXICO|35.212250|-106.449722
KNME-TV|35|ALBUQUERQUE|NM|REGENTS/UNIVERSITY OF NEW MEXICO & BOARD OF EDUCATION/ALBQ.,|35.212417|-106.450069
KNMT|32|PORTLAND|OR|TRINITY BROADCASTING OF TEXAS, INC.|45.516056|-122.734194
KNOE-TV|8|MONROE|LA|GRAY TELEVISION LICENSEE, LLC|32.197500|-92.070556
KNOP-TV|2|NORTH PLATTE|NE|GRAY TELEVISION LICENSEE, LLC|41.203611|-100.733333
KNPB|15|RENO|NV|CHANNEL 5 PUBLIC BROADCASTING, INC.|39.584000|-119.799722
KNRR|12|PEMBINA|ND|CTND LICENSE LLC|48.995556|-97.408056
KNSD|17|SAN DIEGO|CA|STATION VENTURE OPERATIONS, LP|32.696861|-116.935889
KNSN-TV|20|RENO|NV|KNSN LICENSEE, LLC|39.584167|-119.798611
KNSO|27|CLOVIS|CA|NBC TELEMUNDO LICENSE LLC|37.071972|-119.431250
KNTV|13|SAN JOSE|CA|NBC TELEMUNDO LICENSE LLC|37.685139|-122.434611
KNVA|23|AUSTIN|TX|54 BROADCASTING, INC.|30.326111|-97.799722
KNVN|20|CHICO|CA|MAXAIR MEDIA, LLC|40.258500|-122.090111
KNVO|17|MCALLEN|TX|ENTRAVISION HOLDINGS, LLC|26.088611|-98.062500
KNWA-TV|33|ROGERS|AR|NEXSTAR MEDIA INC.|36.411861|-93.953806
KNXV-TV|15|PHOENIX|AZ|SCRIPPS BROADCASTING HOLDINGS LLC|33.334222|-112.061250
KOAA-TV|25|PUEBLO|CO|SCRIPPS BROADCASTING HOLDINGS LLC|38.744139|-104.863250
KOAB-TV|11|BEND|OR|OREGON PUBLIC BROADCASTING|44.077778|-121.333611
KOAC-TV|7|CORVALLIS|OR|OREGON PUBLIC BROADCASTING|44.640000|-123.274722
KOAM-TV|7|PITTSBURG|KS|QUEENB TELEVISION OF KANSAS/MISSOURI, LLC|37.220833|-94.707222
KOAT-TV|7|ALBUQUERQUE|NM|HEARST PROPERTIES INC.|35.214722|-106.450833
KOB|26|ALBUQUERQUE|NM|KOB-TV, LLC|35.211694|-106.450139
KOBF|12|FARMINGTON|NM|KOB-TV, LLC|36.695278|-108.221111
KOBI|5|MEDFORD|OR|CALIFORNIA OREGON BROADCASTING, INC.|42.696667|-123.228611
KOBR|8|ROSWELL|NM|KOB-TV, LLC|33.375361|-103.770639
KOCB|33|OKLAHOMA CITY|OK|KOCB LICENSEE, LLC|35.549500|-97.488639
KOCE-TV|18|HUNTINGTON BEACH|CA|PUBLIC MEDIA GROUP OF SOUTHERN CALIFORNIA|34.223828|-118.063308
KOCM|16|NORMAN|OK|WORD OF GOD FELLOWSHIP, INC.|35.560250|-97.485444
KOCO-TV|7|OKLAHOMA CITY|OK|OHIO/OKLAHOMA HEARST TELEVISION INC.|35.562500|-97.490278
KOCW|14|HOISINGTON|KS|KSAS LICENSEE, LLC|38.631389|-98.848056
KODE-TV|23|JOPLIN|MO|MISSION BROADCASTING, INC.|37.075833|-94.554722
KOED-TV|11|TULSA|OK|OKLAHOMA EDUCATIONAL TELEVISION AUTHORITY|36.020833|-95.675833
KOET|31|EUFAULA|OK|OKLAHOMA EDUCATIONAL TELEVISION AUTHORITY|35.183611|-95.338889
KOFY-TV|21|SAN FRANCISCO|CA|STRYKER MEDIA 2 LLC|37.686750|-122.435361
KOGG|16|WAILUKU|HI|GRAY TELEVISION LICENSEE, LLC|20.657083|-156.359944
KOHD|18|BEND|OR|ZOLO BROADCASTING LLC|44.077778|-121.333611
KOIN|25|PORTLAND|OR|NEXSTAR MEDIA INC.|45.516056|-122.734194
KOKH-TV|24|OKLAHOMA CITY|OK|KOKH LICENSEE, LLC|35.549500|-97.488639
KOKI-TV|22|TULSA|OK|RINCON BROADCASTING TULSA LLC|36.026667|-95.679167
KOLD-TV|32|TUCSON|AZ|GRAY TELEVISION LICENSEE, LLC|32.415556|-110.714444
KOLN|10|LINCOLN|NE|GRAY TELEVISION LICENSEE, LLC|40.803056|-97.181389
KOLO-TV|8|RENO|NV|GRAY TELEVISION LICENSEE, LLC|39.313500|-119.884333
KOLR|10|SPRINGFIELD|MO|MISSION BROADCASTING, INC.|37.219278|-92.949278
KOMO-TV|30|SEATTLE|WA|SINCLAIR SEATTLE LICENSEE, LLC|47.631944|-122.353889
KOMU-TV|27|COLUMBIA|MO|THE CURATORS OF THE UNIVERSITY OF MISSOURI|38.889167|-92.262000
KONC|7|ALEXANDRIA|MN|RADIANT LIFE MINISTRIES, INC.|45.567500|-94.511944
KONG|31|EVERETT|WA|KONG-TV, INC.|47.631667|-122.350833
KOOD|16|HAYS|KS|SMOKY HILLS PUBLIC TELEVISION CORP.|38.771111|-98.738056
KOPB-TV|10|PORTLAND|OR|OREGON PUBLIC BROADCASTING|45.522361|-122.747083
KOPX-TV|18|OKLAHOMA CITY|OK|INYO BROADCAST LICENSES LLC|35.568611|-97.489167
KORO|27|CORPUS CHRISTI|TX|ENTRAVISION HOLDINGS, LLC|27.708056|-97.633333
KOSA-TV|7|ODESSA|TX|GRAY TELEVISION LICENSEE, LLC|31.864111|-102.578472
KOTI|13|KLAMATH FALLS|OR|CALIFORNIA OREGON BROADCASTING, INC.|42.096667|-121.633611
KOTV-DT|26|TULSA|OK|GRIFFIN LICENSING, L.L.C.|36.020833|-95.675833
KOVR|25|STOCKTON|CA|SACRAMENTO TELEVISION STATIONS INC.|38.240000|-121.501944
KOZJ|35|JOPLIN|MO|BOARD OF GOVERNORS OF MISSOURI STATE UNIVERSITY|37.076361|-94.537889
KOZK|16|SPRINGFIELD|MO|BOARD OF GOVERNORS OF MISSOURI STATE UNIVERSITY|37.173889|-92.941139
KOZL-TV|28|SPRINGFIELD|MO|NEXSTAR MEDIA INC.|37.219278|-92.949278
KPAX-TV|25|MISSOULA|MT|SCRIPPS BROADCASTING HOLDINGS LLC|47.017250|-114.014028
KPAZ-TV|20|PHOENIX|AZ|TRINITY BROADCASTING OF ARIZONA, INC.|33.334056|-112.062361
KPBS|19|SAN DIEGO|CA|BOARD OF TRUSTEES, CALIFORNIA STATE UNIVERSITY FOR SAN DIEGO STATE UNIVERSITY|32.697972|-116.935083
KPBT-TV|28|ODESSA|TX|PERMIAN BASIN PUBLIC TELECOMMUNICATIONS, INC.|32.086389|-102.286667
KPCB-DT|17|SNYDER|TX|PRIME TIME CHRISTIAN BROADCASTING, INC|32.781111|-100.898056
KPDX|30|VANCOUVER|WA|GRAY TELEVISION LICENSEE, LLC|45.521667|-122.749167
KPEJ-TV|23|ODESSA|TX|MISSION BROADCASTING, INC.|32.097611|-102.289583
KPHO-TV|17|PHOENIX|AZ|GRAY TELEVISION LICENSEE, LLC|33.333889|-112.061944
KPIC|19|ROSEBURG|OR|SOUTH WEST OREGON TV BROADCASTING|43.235278|-123.322778
KPIF|15|POCATELLO|ID|VENTURA MEDIA COMMUNICATIONS, L.L.C.|42.863917|-112.520361
KPIX-TV|29|SAN FRANCISCO|CA|CBS BROADCASTING INC.|37.755278|-122.452778
KPJK|27|SAN MATEO|CA|RURAL CALIFORNIA BROADCSATING CORPORATION|37.755278|-122.452778
KPJR-TV|17|GREELEY|CO|TRINITY BROADCASTING OF TEXAS, INC.|40.099722|-104.901111
KPLC|7|LAKE CHARLES|LA|GRAY TELEVISION LICENSEE, LLC|30.396306|-93.000972
KPLO-TV|13|RELIANCE|SD|NEXSTAR MEDIA INC.|43.907500|-99.696389
KPLR-TV|26|ST. LOUIS|MO|KPLR, INC.|38.535278|-90.373056
KPMR|21|SANTA BARBARA|CA|ENTRAVISION HOLDINGS, LLC|34.524417|-119.960694
KPNE-TV|9|NORTH PLATTE|NE|NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION|41.022778|-101.154444
KPNX|18|MESA|AZ|MULTIMEDIA HOLDINGS CORPORATION|33.333333|-112.064167
KPNZ|24|OGDEN|UT|FAITH BROADCASTING NETWORK, INC.|40.659167|-112.202778
KPOB-TV|15|POPLAR BLUFF|MO|HARRISBURG TV LICENSE COMPANY, LLC|36.801111|-90.451667
KPPX-TV|31|TOLLESON|AZ|INYO BROADCAST LICENSES LLC|33.334222|-112.061250
KPRC-TV|35|HOUSTON|TX|GRAHAM MEDIA GROUP, HOUSTON, INC.|29.568611|-95.499444
KPRY-TV|19|PIERRE|SD|GRAY TELEVISION LICENSEE, LLC|44.051944|-100.084444
KPSD-TV|13|EAGLE BUTTE|SD|SOUTH DAKOTA BOARD OF DIRECTORS FOR EDUCATIONAL TELECOMMUNICATIONS|45.053889|-102.263611
KPTB-DT|16|LUBBOCK|TX|PRIME TIME CHRISTIAN BROADCASTING, INC.|33.553333|-101.820833
KPTF-DT|18|FARWELL|TX|PRIME TIME CHRISTIAN BROADCASTING, INC|34.439250|-103.206611
KPTH|30|SIOUX CITY|IA|KPTH LICENSEE, LLC|42.586667|-96.221944
KPTM|26|OMAHA|NE|KPTM LICENSEE, LLC|41.071083|-96.225639
KPTS|8|HUTCHINSON|KS|KANSAS PUBLIC TELECOMMUNICATIONS SERVICE, INC.|38.055944|-97.776694
KPTV|12|PORTLAND|OR|GRAY TELEVISION LICENSEE, LLC|45.521667|-122.749167
KPTW|8|CASPER|WY|CENTRAL WYOMING COLLEGE|42.740639|-106.360722
KPVI-DT|23|POCATELLO|ID|POCATELLO LICENSE LLC|42.920139|-112.346556
KPXB-TV|32|CONROE|TX|ION TELEVISION LICENSE, LLC|29.561056|-95.501250
KPXC-TV|18|DENVER|CO|INYO BROADCAST LICENSES LLC|40.096472|-104.901639
KPXD-TV|25|ARLINGTON|TX|ION TELEVISION LICENSE, LLC|32.590278|-96.973333
KPXE-TV|30|KANSAS CITY|MO|INYO BROADCAST LICENSES LLC|39.022194|-94.513806
KPXG-TV|22|SALEM|OR|ION TELEVISION LICENSE, LLC|45.522361|-122.747083
KPXJ|32|MINDEN|LA|KTBS, LLC|32.685694|-93.933500
KPXL-TV|26|UVALDE|TX|ION TELEVISION LICENSE, LLC|29.620000|-99.049194
KPXM-TV|16|ST. CLOUD|MN|ION TELEVISION LICENSE, LLC|45.336639|-93.392000
KPXN-TV|24|SAN BERNARDINO|CA|ION TELEVISION LICENSE, LLC|34.226667|-118.067278
KPXO-TV|32|KANEOHE|HI|INYO BROADCAST LICENSES LLC|21.422361|-157.756972
KPXR-TV|22|CEDAR RAPIDS|IA|ION MEDIA LICENSE COMPANY, LLC|42.295278|-91.886389
KPYX|28|SAN FRANCISCO|CA|SAN FRANCISCO TELEVISION STATION KBCW INC|37.755278|-122.452778
KQCA|23|STOCKTON|CA|HEARST STATIONS INC.|38.265000|-121.491111
KQCD-TV|7|DICKINSON|ND|GRAY TELEVISION LICENSEE, LLC|46.948056|-102.990833
KQCK|11|CHEYENNE|WY|CHRISTIAN TELEVISION CORPORATION, INC.|40.546250|-105.197750
KQCW-DT|20|MUSKOGEE|OK|GRIFFIN LICENSING, L.L.C.|36.020806|-95.675500
KQDS-TV|18|DULUTH|MN|CTMN LICENSE LLC|46.793611|-92.117778
KQED|30|SAN FRANCISCO|CA|KQED INC.|37.755278|-122.452778
KQEH|30|SAN JOSE|CA|KQED INC.|37.755278|-122.452778
KQET|25|WATSONVILLE|CA|KQED INC.|36.756333|-121.502417
KQIN|34|DAVENPORT|IA|IOWA PUBLIC BROADCASTING BOARD|41.312361|-90.379500
KQME|10|LEAD|SD|GRAY TELEVISION LICENSEE, LLC|44.326667|-103.837222
KQSD-TV|11|LOWRY|SD|SOUTH DAKOTA BOARD OF DIRECTORS FOR EDUCATIONAL TELECOMMUNICATIONS|45.277222|-99.986389
KQSL|8|CLOVERDALE|CA|ONE MINISTRIES, INC.|39.693750|-123.579722
KQTV|7|ST. JOSEPH|MO|ST. JOSEPH TV LICENSE COMPANY, LLC|39.770000|-94.798333
KQUP|24|PULLMAN|WA|WORD OF GOD FELLOWSHIP, INC.|47.258222|-117.091000
KRBC-TV|29|ABILENE|TX|MISSION BROADCASTING, INC.|32.277222|-99.597778
KRBK|22|OSAGE BEACH|MO|NEXSTAR MEDIA INC.|37.219278|-92.949278
KRCA|7|RIVERSIDE|CA|ESTRELLA TELEVISION LICENSE LLC|34.226944|-118.066944
KRCB|5|COTATI|CA|RURAL CALIFORNIA BROADCASTING CORPORATION|37.755278|-122.452778
KRCG|29|JEFFERSON CITY|MO|KRCG LICENSEE, LLC|38.691667|-92.095833
KRCR-TV|15|REDDING|CA|SINCLAIR MEDIA LICENSEE, LLC|40.602639|-122.651111
KRCW-TV|33|SALEM|OR|NEXSTAR MEDIA GROUP, INC.|45.516056|-122.734194
KRDK-TV|24|VALLEY CITY|ND|PARKER BROADCASTING OF DAKOTA LICENSE, LLC|47.279167|-97.340833
KRDO-TV|24|COLORADO SPRINGS|CO|PIKES PEAK TELEVISION, INC.|38.745861|-104.860861
KREG-TV|23|GLENWOOD SPRINGS|CO|KREG-TV LLC|39.418611|-107.368889
KREM|20|SPOKANE|WA|KING BROADCASTING COMPANY|47.594722|-117.299167
KREN-TV|26|RENO|NV|ENTRAVISION HOLDINGS, LLC|39.312944|-119.884056
KREX-TV|2|GRAND JUNCTION|CO|NEXSTAR MEDIA INC.|39.088056|-108.566667
KREY-TV|13|MONTROSE|CO|NEXSTAR MEDIA INC.|38.517222|-107.853889
KREZ-TV|15|DURANGO|CO|NEXSTAR MEDIA INC.|37.262778|-107.900056
KRGV-TV|13|WESLACO|TX|MOBILE VIDEO TAPES, INC.|26.100639|-97.839306
KRII|11|CHISHOLM|MN|GRAY TELEVISION LICENSEE, LLC|47.860833|-92.946278
KRIN|35|WATERLOO|IA|IOWA PUBLIC BROADCASTING BOARD|42.316389|-91.858611
KRIS-TV|26|CORPUS CHRISTI|TX|SCRIPPS BROADCASTING HOLDINGS LLC|27.759139|-97.607583
KRIV|26|HOUSTON|TX|FOX TELEVISION STATIONS, LLC|29.574722|-95.493889
KRMA-TV|33|DENVER|CO|ROCKY MOUNTAIN PUBLIC MEDIA, INC.|39.671500|-105.218889
KRMJ|18|GRAND JUNCTION|CO|ROCKY MOUNTAIN PUBLIC MEDIA, INC.|39.066083|-108.745917
KRMT|20|DENVER|CO|WORD OF GOD FELLOWSHIP, INC.|39.599694|-105.210250
KRMU|20|DURANGO|CO|ROCKY MOUNTAIN PUBLIC MEDIA, INC.|37.262778|-107.900056
KRMZ|10|STEAMBOAT SPRINGS|CO|ROCKY MOUNTAIN PUBLIC MEDIA, INC.|40.461944|-106.850000
KRNE-TV|12|MERRIMAN|NE|NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION|42.676861|-101.711278
KRNV-DT|12|RENO|NV|RENO (KRNV-TV) LICENSEE, INC.|39.315611|-119.885000
KRON-TV|7|SAN FRANCISCO|CA|NEXSTAR MEDIA INC.|37.755278|-122.452778
KRPV-DT|27|ROSWELL|NM|PRIME TIME CHRISTIAN BROADCASTING, INC.|33.397167|-104.376222
KRQE|13|ALBUQUERQUE|NM|NEXSTAR MEDIA INC.|35.211139|-106.449722
KRSU-TV|32|CLAREMORE|OK|BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA/ROGERS STATE UNIVERSITY|36.400833|-95.608611
KRTN-TV|33|DURANGO|CO|NBC TELEMUNDO LICENSE LLC|37.262778|-107.900056
KRTV|22|GREAT FALLS|MT|SCRIPPS BROADCASTING HOLDINGS LLC|47.535417|-111.284861
KRWB-TV|21|ROSWELL|NM|MISSION BROADCASTING, INC.|33.100278|-104.255000
KRWF|27|REDWOOD FALLS|MN|KSAX-TV, LLC|44.484167|-95.491111
KRWG-TV|23|LAS CRUCES|NM|REGENTS OF NEW MEXICO STATE UNIVERSITY|31.815278|-106.489444
KRXI-TV|23|RENO|NV|KRXI LICENSEE, LLC|39.589722|-119.928056
KSAN-TV|16|SAN ANGELO|TX|MISSION BROADCASTING, INC.|31.623056|-100.437500
KSAS-TV|26|WICHITA|KS|KSAS LICENSEE, LLC|37.777778|-97.510556
KSAT-TV|12|SAN ANTONIO|TX|GRAHAM MEDIA GROUP, SAN ANTONIO, INC.|29.270000|-98.258889
